case_number,arrest_date,charge_1_statute,charge_1_description,charge_1_type,charge_2_statute,charge_2_description,charge_2_type,charge_3_statute,charge_3_description,charge_3_type,charge_4_statute,charge_4_description,charge_4_type,person_id
JB378051,2018-08-04T01:32:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,90544
JC208499,2019-04-02T09:32:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,49549
JB266746,2018-05-17T07:02:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,15372
JA115552,2017-01-14T13:35:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS A OFFENSE,M,NA,NA,NA,NA,NA,NA,29333
JA247932,2017-05-02T20:24:00Z,720 ILCS 5.0/18-2-A-2,ROBBERY - ARMED W/ FIREARM,F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,60318
JB119134,2018-01-17T18:15:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,86498
JB101103,2018-01-02T04:14:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4-144-190,REPLICA FIREARMS/PELLET GUNS,NA,NA,NA,NA,24417
JC316634,2019-06-22T09:14:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,53597
JC141766,2019-02-06T01:35:00Z,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,M,625 ILCS 5.0/6-101,DRIVING/NO LICENSE/PERMIT/AGE,M,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,NA,47040
JB490427,2018-10-26T08:00:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,37551
JC216917,2019-04-09T01:10:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,5871
JB279774,2018-05-26T20:25:00Z,720 ILCS 5.0/10-5.1-B,CHILD LURING/OFFENDER >18 <21 (ATTEMPT),M,720 ILCS 5.0/10-5.1-B,CHILD LURING/OFFENDER >18 <21 (ATTEMPT),M,720 ILCS 5.0/10-5.1-B,CHILD LURING/OFFENDER >18 <21 (ATTEMPT),M,NA,NA,NA,15366
JB362536,2018-07-24T03:47:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,NA,NA,NA,NA,NA,NA,27614
JB460296,2018-10-03T03:15:00Z,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,NA,NA,NA,NA,NA,NA,66153
JB384825,2018-08-08T19:26:00Z,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES,M,625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,M,720 ILCS 5.0/16-2,THEFT LOST/MISLAID/PROP/<$500,M,NA,NA,NA,72067
JC172806,2019-03-05T02:55:00Z,720 ILCS 5.0/20-1.1-A-1,ARSON - AGG ARSON/KNOW PERSON PRESENT,F,720 ILCS 5.0/12-3.4-A-2,VIOLATE OP/OTHER PRIOR,F,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,720 ILCS 5.0/26.5-3-A-5,ELEC HRSMT/THREAT PERS/2+,M,38033
JB279401,2018-05-26T16:28:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,27568
JB382514,2018-08-07T02:54:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,70136
JB526560,2018-11-24T00:42:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,NA,NA,NA,NA,NA,NA,86291
JB519060,2018-11-17T10:48:00Z,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811
JA121847,2017-01-19T20:50:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,20890
JB187528,2018-03-16T07:25:00Z,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE (ATTEMPT),F,720 ILCS 5.0/12-3.3-A,DOMESTIC BATTERY - AGGRAVATED,F,720 ILCS 5.0/12-3.05-A-1,AGG BATTERY/GREAT BODILY HARM,F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,8313
JC268504,2019-05-18T22:27:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,32348
JC398009,2019-08-19T02:01:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,87626
JB485710,2018-10-22T21:30:00Z,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,52687
JA201739,2017-07-10T05:52:00Z,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,9-40-200(C),OPERATOR SIGNAL CHANGE LANE,NA,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,NA,NA,NA,NA,30946
JA155470,2017-03-01T22:30:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,32388
JC462540,2019-10-06T23:53:00Z,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,87990
JB404964,2018-08-23T09:00:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,25111
JA350786,2017-08-15T03:07:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,7880
JA557227,2017-12-20T23:45:00Z,625 ILCS 5.0/4-104-A-4,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,625 ILCS 5.0/3-707-A-5,UNINSURED MTR VEH,M,9-76-160(A),DISPLAY ST REG-FRONT/REAR,NA,625 ILCS 5.0/6-101,UNLICENSED,NA,64892
JC210570,2019-04-03T22:23:00Z,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59017
JA156616,2017-02-17T05:46:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,M,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,M,NA,NA,NA,60457
JB135148,2018-01-30T17:04:00Z,720 ILCS 570.0/407-B-2,AMT NARC SCHED I/II/SCH/HS/PK,F,720 ILCS 570.0/407-B-2,AMT NARC SCHED I/II/SCH/HS/PK,F,720 ILCS 570.0/407-B-2,AMT NARC SCHED I/II/SCH/HS/PK,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,29723
JC176492,2019-03-07T12:15:00Z,8-20-280,"REPORTING DESTRUCTION, TRANSFER, LOSS, OR THEFT OF FIREARMS",NA,8-20-280,"REPORTING DESTRUCTION, TRANSFER, LOSS, OR THEFT OF FIREARMS",NA,8-20-280,"REPORTING DESTRUCTION, TRANSFER, LOSS, OR THEFT OF FIREARMS",NA,8-20-280,"REPORTING DESTRUCTION, TRANSFER, LOSS, OR THEFT OF FIREARMS",NA,52073
JC265981,2019-05-16T23:51:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,80743
JA195610,2017-03-22T01:00:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,99297
JA255907,2017-05-09T00:10:00Z,720 ILCS 5.0/25-5-A-4,STREETGANG CONTACT/PAROLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,92795
JB130425,2018-01-26T19:30:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,7019
JC407225,2019-08-26T02:42:00Z,625 ILCS 5.0/4-104-A-1,POSS TITLE/REGISTRATION W/O AUTHORITY,F,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,NA,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,NA,63226
JC461484,2019-10-06T01:30:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,13732
JC156003,2019-04-01T00:10:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,92387
JA357940,2017-07-22T00:57:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,13310
JC140438,2019-02-05T02:05:00Z,720 ILCS 5.0/21-1.3-A,CRIM DEFACE OF PROP - PAINT/OTHER,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,27165
JB273894,2018-05-22T19:42:00Z,720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,F,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,47148
JA348239,2017-07-15T01:23:00Z,730 ILCS 150.0/6,FAILURE TO REPORT ANNUALLY,F,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,6561
JA121429,2017-01-19T14:54:00Z,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/3-703,IVC - IMPROPER USE REGISTRATION/TITLE,M,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,NA,47935
JA319359,2017-06-29T22:25:00Z,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,M,47755
JC200694,2019-03-26T22:25:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,NA,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,NA,NA,NA,NA,51046
JB176448,2018-03-07T07:10:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,53091
JB325076,2018-06-27T20:35:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,720 ILCS 5.0/16-2,THEFT LOST/MISLAID/PROP/<$500,M,NA,NA,NA,NA,NA,NA,38770
JA364346,2017-07-26T19:02:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,9-12-060(A),BUS LANE-OTHER VEHICLE USING,NA,89171
JB514893,2018-11-14T00:25:00Z,720 ILCS 5.0/24-1-A-4,UUW - WEAPON - CARRY/POSSESS FIREARM/1ST,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,17348
JC340703,2019-07-09T03:25:00Z,8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25030
JB549466,2018-12-12T01:53:00Z,8-26-020-A,GUN OFFENDER DUTY TO REGISTER AND TO VERIFY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94301
JB290589,2018-06-03T06:40:00Z,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,79816
JB117304,2018-01-15T23:00:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,70371
JB210998,2018-04-04T16:26:00Z,430 ILCS 66.0/65-A-19,CARRY CONCEALED FIR/AIRPORT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,72022
JB454953,2018-09-29T00:02:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,56197
JB550122,2018-12-12T17:52:00Z,720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,51839
JA450912,2017-09-29T05:08:00Z,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS B OFFENSE,M,66380
JA230314,2017-04-19T03:42:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,99091
JC536202,2019-12-06T02:28:00Z,720 ILCS 570.0/402-A-2,PCS - POSSESSION - 15+GRMS - COCAINE,F,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,F,5415
JC301986,2019-06-11T21:35:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,39494
JB360393,2018-07-22T17:35:00Z,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,35814
JC240001,2019-04-27T04:58:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,20999
JA289335,2017-06-02T16:58:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED/NO FCCA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,95806
JC305293,2019-06-14T13:50:00Z,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,32994
JB123572,2018-01-21T02:35:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,56669
JA322522,2017-06-26T02:46:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,76224
JA544180,2017-12-10T22:42:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,55927
JC524422,2019-11-26T00:46:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,30381
JC524183,2019-11-25T22:48:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,33838
JB193571,2018-03-21T00:52:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,61386
JC416839,2019-09-02T10:20:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,54496
JC476998,2019-10-18T13:00:00Z,720 ILCS 5.0/17-3-A-3,FORGERY/POSSESS DOCUMENT/COIN,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,37871
JB235618,2018-04-24T11:06:00Z,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500 (ATTEMPT),M,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,84915
JC205815,2019-03-31T00:17:00Z,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34404
JC478404,2019-10-19T16:12:00Z,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,F,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,M,53990
JA367665,2017-07-29T01:25:00Z,720 ILCS 5.0/28-1-A-1,GAMBLING - PLAY GAME OF CHANCE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,9835
JB438530,2018-09-17T03:18:00Z,720 ILCS 5.0/16-1-A-1-A,THEFT CON INTENT<$500 PRIOR,F,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,M,NA,NA,NA,NA,NA,NA,34765
JA231705,2017-04-20T06:42:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,9-24-010(B),STOP AT STOP SIGN,NA,NA,NA,NA,52603
JA423484,2017-09-08T18:20:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,28582
JB512466,2018-11-12T03:15:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,71780
JC158709,2019-02-20T02:11:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,NA,NA,NA,NA,NA,NA,NA,90259
JA137642,2017-02-01T15:18:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,NA,NA,NA,NA,NA,NA,72098
JA234754,2017-04-22T16:47:00Z,4-144-190,REPLICA FIREARMS/PELLET GUNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61729
JB217730,2018-04-10T02:48:00Z,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,M,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,8-24-020,SALE OR POSSESSION OF DEADLY WEAPON,NA,NA,NA,NA,58871
JA263340,2017-05-14T17:31:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,20299
JC323506,2019-06-27T03:05:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,M,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,69361
JB554787,2018-12-15T23:40:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,91673
JC456566,2019-10-02T07:00:00Z,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,17253
JA423436,2017-09-08T17:40:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,75249
JC285291,2019-05-30T23:51:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,57632
JC114642,2019-01-12T23:11:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,NA,NA,NA,NA,NA,NA,NA,24207
JA408926,2017-08-28T11:19:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,40632
JB177155,2018-03-07T21:47:00Z,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,37015
JB486968,2018-10-23T20:01:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,6963
JC523866,2019-11-25T17:08:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,9-20-010(C),USING ALLEY AS THRU STREET/VIOL SIGNS,NA,NA,NA,NA,66218
JB261683,2018-05-13T15:15:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,NA,NA,NA,11962
JA422642,2017-09-07T23:15:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,71507
JB328892,2018-06-30T12:45:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,92923
JB192402,2018-03-20T03:35:00Z,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,9330
JB242409,2018-04-29T14:48:00Z,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71936
JC512770,2019-11-16T19:00:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,F,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,NA,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,NA,NA,NA,NA,41375
JA164274,2017-02-23T15:45:00Z,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,89184
JA333157,2017-07-03T22:50:00Z,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,NA,NA,NA,37714
JC366615,2019-07-27T14:20:00Z,720 ILCS 570.0/401-G,PCS - MFG/DEL - OTHER AMT - OTHER SUBST-SCHD IV,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,69203
JA113842,2017-01-13T02:24:00Z,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11109
JB279228,2018-05-26T12:18:00Z,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,69705
JA354684,2018-05-25T15:10:00Z,720 ILCS 5.0/17-3-A-2,FORGERY - ISSUE/DELIVER DOCUMENT,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,4460
JC490296,2019-10-29T04:50:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,11007
JC224664,2019-04-15T00:13:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,8194
JC527260,2019-11-28T16:30:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,72262
JC206980,2019-04-01T01:08:00Z,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,26434
